,BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
5918,0,67400,66095.0,147203.0,HomeImp,Office,10.0,0.0,0.0,118.76476119,0.0,11.0,42.045672009
2427,1,14600,124000.0,168000.0,DebtCon,ProfExe,4.0,0.0,0.0,146.86666667,2.0,29.0,
550,0,7400,48924.0,86612.0,DebtCon,,4.0,0.0,0.0,207.76841442,4.0,30.0,29.937917829
2031,0,13000,,72175.0,HomeImp,Other,,0.0,0.0,367.94002493,0.0,6.0,36.561139738
920,0,9000,47350.86,105000.0,DebtCon,ProfExe,6.0,0.0,1.0,227.26666667,0.0,10.0,
4345,0,22600,233000.0,260000.0,HomeImp,Self,6.0,1.0,0.0,244.53333333,3.0,51.0,
735,0,8200,48515.0,59240.0,DebtCon,Other,17.0,0.0,4.0,214.14450966,0.0,36.0,27.459144234
4094,0,21400,113053.0,147467.0,DebtCon,Office,11.0,0.0,2.0,219.1538803,0.0,24.0,41.824914424
1060,0,9700,84933.0,122520.0,DebtCon,Office,10.0,0.0,0.0,141.43307599,1.0,23.0,36.795013963
5457,0,32500,232057.0,286938.0,DebtCon,ProfExe,15.0,0.0,1.0,249.95493327,2.0,26.0,25.254771745
3804,1,20000,151982.0,,DebtCon,Self,,2.0,5.0,146.5,1.0,43.0,
620,0,7800,64503.0,85608.0,HomeImp,Other,12.0,0.0,0.0,235.4853772,0.0,35.0,34.423248847
668,0,8000,79200.0,116500.0,HomeImp,Other,8.0,,,,,,
2099,0,13200,81654.0,114333.0,DebtCon,Other,5.0,0.0,0.0,97.962961658,1.0,13.0,33.743367654
3628,1,19000,171106.0,200000.0,DebtCon,Other,9.8,3.0,0.0,153.16666667,0.0,26.0,
90,1,4000,7000.0,16020.0,HomeImp,Other,18.0,0.0,1.0,85.8,2.0,23.0,
3764,0,20000,46775.0,70236.0,DebtCon,ProfExe,9.0,0.0,0.0,179.08237426,1.0,41.0,40.430695412
5288,0,29000,152065.0,192445.0,HomeImp,Self,2.0,0.0,0.0,166.94856833,0.0,16.0,41.563839245
773,1,8400,31800.0,72000.0,DebtCon,Self,,0.0,2.0,187.26666667,1.0,21.0,
3289,0,17500,90221.0,113564.0,DebtCon,Other,19.0,0.0,0.0,265.18462525,1.0,17.0,27.029438967
3965,0,20800,56364.0,115760.0,DebtCon,ProfExe,16.0,0.0,0.0,261.81405582,0.0,19.0,24.797958173
3337,0,17700,56375.0,90435.0,DebtCon,Office,0.0,0.0,0.0,70.225870315,0.0,23.0,36.023276773
3634,1,19000,24658.0,47027.0,HomeImp,Mgr,19.0,0.0,0.0,159.10522518,4.0,31.0,53.548195849
1328,0,10500,74814.0,98132.0,HomeImp,ProfExe,8.0,0.0,0.0,164.3308981,0.0,34.0,32.375149102
1353,0,10600,50662.0,62491.0,DebtCon,Other,0.0,0.0,0.0,197.70926699,1.0,13.0,26.251888349
1155,0,10000,32000.0,59000.0,DebtCon,Office,24.0,0.0,1.0,232.33333333,1.0,29.0,
1115,1,9900,71371.0,84865.0,DebtCon,Mgr,0.0,2.0,0.0,94.805235749,0.0,12.0,38.211305102
3656,0,19200,62215.0,76573.0,DebtCon,Other,18.0,0.0,0.0,199.87564576,1.0,21.0,36.02366277
628,0,7800,109000.0,123500.0,DebtCon,Self,6.0,0.0,1.0,174.46666667,0.0,19.0,
3625,1,19000,42000.0,64000.0,DebtCon,Mgr,9.0,0.0,0.0,30.466666667,3.0,8.0,
3619,0,19000,107199.0,132723.0,DebtCon,ProfExe,7.0,0.0,0.0,91.371931685,0.0,13.0,31.442611616
4858,0,25500,50847.0,79738.0,DebtCon,Other,20.0,0.0,0.0,204.67790067,0.0,26.0,35.860087635
3222,0,17200,99204.0,119490.0,DebtCon,Other,9.0,0.0,0.0,296.21148976,1.0,18.0,30.3013654
1523,0,11200,17411.0,86102.0,DebtCon,Other,10.0,0.0,0.0,267.97010945,0.0,13.0,22.089199918
5105,0,27300,127260.0,212953.0,DebtCon,ProfExe,9.0,0.0,0.0,244.1654213,3.0,26.0,21.241194773
670,0,8000,41000.0,54000.0,DebtCon,Mgr,4.0,0.0,0.0,189.7,1.0,22.0,
470,0,7000,73873.0,111781.0,DebtCon,Office,0.0,0.0,0.0,231.79991346,0.0,38.0,19.273579455
1077,0,9800,15021.0,31900.0,DebtCon,Other,6.0,0.0,0.0,276.73420174,0.0,11.0,22.291249185
1175,1,10000,5200.0,53095.0,HomeImp,Other,5.0,3.0,3.0,234.33333333,3.0,17.0,
4512,0,23500,190239.0,233603.0,DebtCon,ProfExe,3.0,0.0,0.0,285.33129265,0.0,27.0,39.916482966
5509,0,33700,26395.0,48905.0,DebtCon,Mgr,6.0,0.0,0.0,48.710053215,0.0,7.0,36.42433271
976,1,9300,84900.0,105798.0,DebtCon,ProfExe,2.0,0.0,0.0,41.807204596,1.0,3.0,26.956697896
5383,0,31000,133471.0,188154.0,DebtCon,ProfExe,0.0,0.0,0.0,218.53826063,2.0,18.0,40.315083491
5219,0,28200,51663.0,92860.0,DebtCon,Other,24.0,0.0,1.0,172.34065431,0.0,20.0,26.913004797
3834,0,20100,38614.0,56295.0,HomeImp,Self,3.0,1.0,,132.61652146,,11.0,25.792653495
4069,0,21300,145324.0,179995.0,DebtCon,ProfExe,5.0,,,199.47673517,5.0,42.0,39.839640135
5047,0,26900,74982.0,126972.0,DebtCon,Office,0.0,0.0,0.0,315.81891124,0.0,23.0,38.325989849
3336,0,17700,,55796.0,DebtCon,Office,1.0,0.0,0.0,85.183412567,2.0,8.0,40.20948611
3497,1,18400,43188.0,68876.0,DebtCon,Other,,0.0,0.0,199.00057602,6.0,25.0,41.006103287
4313,0,22400,47687.0,65704.0,DebtCon,Office,6.0,0.0,0.0,174.55789705,2.0,27.0,36.219767833
5217,0,28200,148455.0,191419.0,HomeImp,Self,1.0,0.0,0.0,186.98304288,0.0,17.0,39.563303075
5880,0,53700,,84205.0,HomeImp,Other,,0.0,0.0,339.66561472,0.0,7.0,22.639940355
1484,0,11000,,56851.0,HomeImp,Other,10.0,0.0,0.0,308.43564919,2.0,13.0,31.075616581
981,0,9300,,55350.0,HomeImp,Other,9.0,0.0,0.0,308.34033176,2.0,13.0,33.635525403
830,0,8600,42226.0,50386.0,HomeImp,Mgr,21.0,1.0,0.0,223.32646239,0.0,17.0,34.927866116
1913,1,12600,48983.0,65000.0,DebtCon,Other,5.0,1.0,0.0,58.7,7.0,23.0,
4272,0,22300,24622.0,51631.0,DebtCon,Other,28.0,0.0,0.0,316.69747461,,12.0,30.676434449
758,1,8300,10000.0,63775.0,HomeImp,Other,0.0,0.0,0.0,200.86666667,0.0,14.0,
998,0,9400,57000.0,70000.0,DebtCon,Other,4.0,0.0,0.0,179.56666667,2.0,17.0,
995,0,9400,56508.0,78358.0,DebtCon,,17.0,0.0,0.0,141.93115618,0.0,11.0,32.327495049
2753,1,15500,38900.0,60500.0,DebtCon,Other,8.0,7.0,4.0,95.9,2.0,53.0,
4409,0,22900,28217.0,52804.0,DebtCon,Other,14.0,0.0,0.0,109.36568457,1.0,25.0,30.587728164
1690,0,11900,114329.0,143915.0,DebtCon,ProfExe,15.0,,1.0,185.57266828,0.0,32.0,28.977738657
4159,0,21700,24771.0,48361.0,DebtCon,Other,0.0,,,309.02844551,,24.0,33.877264297
461,1,6900,37055.0,83000.0,HomeImp,Sales,1.0,0.0,0.0,122.26666667,2.0,43.0,
3528,0,18600,98200.0,123662.0,DebtCon,Office,0.0,,3.0,241.64223157,0.0,29.0,41.05065735
232,1,5400,45509.0,57453.0,DebtCon,Sales,4.0,0.0,0.0,95.6,0.0,22.0,
291,0,5800,172595.0,250155.0,DebtCon,Sales,,0.0,0.0,126.40098356,0.0,21.0,43.20775979
5431,0,32000,42478.0,85942.0,DebtCon,Other,,,,278.36388352,0.0,16.0,40.257221713
4997,0,26500,63345.0,100332.0,DebtCon,Other,16.0,0.0,0.0,139.51054588,0.0,30.0,38.427444569
4565,0,23900,,63096.0,DebtCon,Other,,0.0,0.0,313.80972585,0.0,19.0,37.513324048
720,0,8200,51730.0,59025.0,DebtCon,Other,16.0,0.0,3.0,220.81329019,0.0,37.0,24.380092654
1636,0,11700,64278.0,76055.0,,Other,12.0,0.0,0.0,245.29516293,0.0,26.0,28.439965842
299,0,5900,82912.0,91175.0,DebtCon,ProfExe,2.0,,,,,,27.595273523
1065,1,9700,53000.0,56000.0,DebtCon,Office,2.0,0.0,0.0,75.033333333,5.0,18.0,
4174,1,21700,24984.0,92297.0,DebtCon,Other,26.0,0.0,6.0,238.36963726,1.0,20.0,16.397160872
1714,1,12000,,,HomeImp,Other,3.0,0.0,2.0,213.66666667,1.0,15.0,
1119,0,9900,74009.0,108371.0,DebtCon,Office,1.0,0.0,0.0,246.09476485,0.0,36.0,17.257117147
1088,0,9800,32550.0,52554.0,DebtCon,Other,12.0,0.0,0.0,229.51274114,1.0,32.0,37.923088094
5437,0,32100,127901.0,176592.0,DebtCon,Mgr,12.0,0.0,0.0,186.6022388,2.0,27.0,40.959377082
1858,0,12400,115004.0,144760.0,DebtCon,ProfExe,2.0,0.0,0.0,279.5221733,1.0,46.0,35.614731425
1504,1,11100,52900.0,91741.0,HomeImp,Other,,1.0,1.0,93.110352698,,8.0,40.761453071
4167,0,21700,20627.0,52040.0,DebtCon,Other,26.0,0.0,2.0,199.98543166,0.0,25.0,27.117689551
3205,0,17200,103519.0,118074.0,DebtCon,Other,0.0,0.0,0.0,102.6786125,1.0,21.0,41.418352854
3295,0,17500,102858.0,138977.0,DebtCon,Office,2.0,,,100.28121919,2.0,15.0,31.669319454
5545,1,35000,391000.0,505000.0,DebtCon,ProfExe,4.5,0.0,0.0,192.76666667,0.0,22.0,
2201,0,13600,55864.0,87500.0,DebtCon,ProfExe,9.0,0.0,0.0,193.76666667,0.0,20.0,
2499,0,14900,87167.0,114219.0,DebtCon,ProfExe,8.0,0.0,0.0,194.11317353,2.0,36.0,41.329763904
445,0,6800,57439.0,74816.0,HomeImp,Mgr,2.0,0.0,2.0,126.30323511,0.0,22.0,27.118653527
3269,0,17400,55575.0,78661.0,DebtCon,Other,17.0,1.0,0.0,198.98960053,1.0,20.0,38.991431366
4252,0,22100,45993.0,67208.0,DebtCon,Other,8.0,0.0,1.0,60.457004767,2.0,18.0,34.780920331
3496,0,18400,75491.0,101745.0,DebtCon,ProfExe,0.0,0.0,0.0,279.37005066,1.0,20.0,38.750299661
1439,0,11000,14046.0,34777.0,DebtCon,Other,5.0,0.0,0.0,256.63415201,0.0,11.0,22.447943315
4555,1,23800,19612.0,77300.0,DebtCon,ProfExe,15.0,0.0,6.0,173.46666667,0.0,19.0,
4808,0,25100,44639.0,75412.0,DebtCon,Other,22.0,,1.0,284.91367043,0.0,29.0,39.518017085
1518,0,11200,93649.0,113833.0,DebtCon,Other,13.0,0.0,0.0,205.11724572,3.0,16.0,39.126130259
4851,0,25500,135728.0,178942.0,DebtCon,Mgr,0.0,,,133.9564941,,38.0,32.425629947
538,0,7300,55456.0,86766.0,HomeImp,ProfExe,6.0,0.0,0.0,240.05677145,2.0,23.0,31.724698502
5000,0,26500,112059.0,179599.0,DebtCon,Sales,15.0,0.0,0.0,313.2053014,0.0,30.0,36.359104168
3502,0,18500,26389.0,85552.0,DebtCon,ProfExe,7.0,0.0,0.0,152.04065885,1.0,21.0,27.356208077
5769,0,45000,87000.0,151000.0,DebtCon,Other,16.0,0.0,0.0,223.2,8.0,19.0,
290,1,5800,27791.0,46833.0,DebtCon,Mgr,3.0,0.0,0.0,83.289062746,1.0,13.0,30.187805389
5487,0,33200,140690.0,195001.0,DebtCon,ProfExe,21.0,0.0,0.0,177.24755403,0.0,22.0,38.981210278
1805,0,12200,82904.0,125057.0,DebtCon,Office,8.0,0.0,0.0,131.6590526,1.0,21.0,37.273139992
1254,0,10200,73157.0,83858.0,DebtCon,,3.0,0.0,0.0,193.5089634,0.0,16.0,29.087994721
5648,0,39500,132485.0,192838.0,DebtCon,Mgr,,1.0,0.0,176.12388138,0.0,24.0,31.737478202
428,0,6700,49367.0,59609.0,HomeImp,Other,6.0,0.0,0.0,99.303700784,0.0,17.0,25.231366381
3352,0,17800,137169.0,182280.0,DebtCon,Mgr,12.0,0.0,0.0,241.37530714,0.0,21.0,28.846448119
4136,0,21600,61797.0,109007.0,DebtCon,ProfExe,14.0,0.0,2.0,267.88778988,0.0,35.0,26.092171525
4572,1,23900,,105700.0,DebtCon,Other,0.8,,,,,,
323,0,6000,14000.0,61493.0,HomeImp,Office,23.0,0.0,0.0,321.63333333,1.0,13.0,
4672,0,24500,82756.0,122917.0,DebtCon,ProfExe,11.0,0.0,1.0,108.65014117,0.0,18.0,26.127436677
2461,0,14700,76931.0,94245.0,DebtCon,Other,5.0,3.0,0.0,78.687519875,0.0,21.0,25.430314939
4046,0,21200,23088.0,56535.0,DebtCon,Other,27.0,0.0,1.0,216.1560174,0.0,24.0,27.395233882
4280,0,22300,101738.0,145709.0,HomeImp,,,,,,,,38.719965803
754,0,8300,67839.0,76502.0,DebtCon,ProfExe,9.0,0.0,0.0,58.560174005,3.0,24.0,38.974293529
4652,0,24400,65233.0,96473.0,DebtCon,Other,15.0,0.0,0.0,80.098690968,1.0,17.0,35.442946765
1578,0,11500,53651.0,87547.0,HomeImp,Other,18.0,0.0,0.0,191.39688748,0.0,16.0,34.368650887
4965,0,26300,94337.0,123054.0,DebtCon,ProfExe,0.0,1.0,0.0,204.91733941,2.0,38.0,35.725852186
4951,1,26100,73525.0,,DebtCon,Office,3.0,1.0,,106.65229841,0.0,6.0,22.508172514
2803,0,15700,122646.0,204282.0,DebtCon,Other,2.0,0.0,0.0,201.92370782,0.0,17.0,26.31831366
5533,0,34700,81688.0,131993.0,DebtCon,Mgr,27.0,0.0,0.0,327.49235981,0.0,19.0,41.212640823
918,0,9000,64917.0,102270.0,DebtCon,Other,10.0,0.0,0.0,213.03333333,0.0,21.0,
5753,0,43700,5137.0,67256.0,HomeImp,Office,,0.0,0.0,306.99537109,0.0,18.0,16.678676413
4955,0,26200,77952.0,113285.0,DebtCon,Other,5.0,0.0,0.0,90.016091544,1.0,31.0,39.39066028
1354,0,10600,43676.0,61576.0,DebtCon,Other,6.0,0.0,0.0,84.839126053,1.0,10.0,30.868137501
5331,1,30000,,46200.0,,,0.0,1.0,3.0,200.93333333,10.0,15.0,
1944,0,12700,59440.0,88690.0,DebtCon,Other,0.0,0.0,0.0,129.15261505,3.0,11.0,37.838273531
5148,0,27600,74964.0,118507.0,DebtCon,Other,5.0,0.0,0.0,91.711246204,1.0,32.0,39.146755766
5345,0,30200,106594.0,148695.0,DebtCon,Other,13.0,0.0,0.0,239.91840501,1.0,39.0,41.275208993
710,0,8200,39175.0,55848.0,HomeImp,Office,10.0,,,161.66158225,,18.0,24.200111438
203,1,5100,15500.0,34000.0,DebtCon,Other,0.0,1.0,2.0,86.233333333,2.0,13.0,
5191,0,28000,49764.0,74526.0,DebtCon,Other,24.0,,1.0,294.59478302,1.0,30.0,37.611309376
532,0,7200,22832.0,31666.0,DebtCon,Other,0.0,0.0,0.0,38.003266851,9.0,7.0,28.295681117
811,0,8500,6424.0,32365.0,,,,,,,,,33.904464501
383,0,6400,81116.0,86148.0,HomeImp,ProfExe,8.0,0.0,0.0,262.17542613,0.0,11.0,42.068268179
5157,0,27700,77886.0,114494.0,DebtCon,ProfExe,9.0,0.0,0.0,118.47135379,0.0,18.0,28.344078391
2388,0,14400,20996.0,41987.0,DebtCon,Mgr,9.0,0.0,0.0,120.95551442,0.0,10.0,21.11871262
3624,0,19000,145800.0,190300.0,DebtCon,ProfExe,13.0,,,109.66666667,1.0,24.0,
1092,0,9800,78022.0,103466.0,DebtCon,Mgr,1.0,0.0,0.0,83.835338491,2.0,24.0,37.434615355
3718,0,19600,49984.0,84519.0,DebtCon,Other,12.0,0.0,0.0,92.811333225,0.0,10.0,7.6140654223
2592,1,15000,54294.0,85460.0,DebtCon,Other,18.0,0.0,3.0,118.66666667,1.0,23.0,
4486,0,23400,89226.0,119604.0,DebtCon,Self,3.0,0.0,0.0,221.68138332,1.0,26.0,34.556201402
2797,0,15700,,28198.0,DebtCon,Other,12.0,,,87.620526369,2.0,9.0,32.445475521
1832,0,12300,90006.0,121122.0,DebtCon,Office,9.0,0.0,0.0,133.49754075,1.0,21.0,36.91048167
3292,1,17500,91000.0,116000.0,DebtCon,ProfExe,0.5,0.0,0.0,188.73333333,3.0,26.0,
5517,0,34000,232312.0,286305.0,DebtCon,ProfExe,4.0,0.0,0.0,219.65893193,0.0,29.0,15.735934888
4218,0,22000,48041.0,88433.0,DebtCon,Other,12.0,0.0,0.0,96.336434623,0.0,10.0,5.2266736193
3732,0,19700,19349.0,133226.0,DebtCon,Other,9.0,0.0,0.0,342.31635733,1.0,9.0,40.147908351
5428,0,31900,23517.0,47805.0,DebtCon,Other,0.0,0.0,0.0,78.813600281,0.0,7.0,16.727748096
5111,1,27400,113364.0,146520.0,HomeImp,Office,16.0,1.0,1.0,284.3680179,2.0,13.0,34.627659402
2063,0,13000,110097.0,210595.0,HomeImp,ProfExe,3.0,0.0,0.0,122.63869991,0.0,15.0,29.327513673
4190,0,21800,41582.0,71574.0,DebtCon,Other,25.0,0.0,0.0,308.73705314,2.0,32.0,34.369367561
2872,0,15900,94078.0,118359.0,DebtCon,Other,13.0,0.0,0.0,125.55199939,1.0,8.0,37.78182264
2942,0,16200,68873.0,101797.0,HomeImp,ProfExe,23.0,0.0,0.0,220.96515227,0.0,23.0,36.259337335
2929,0,16100,54715.0,71673.0,DebtCon,Office,1.0,0.0,0.0,186.21582869,0.0,25.0,29.670506363
405,1,6500,65000.0,80400.0,DebtCon,Other,15.0,0.0,0.0,224.86666667,0.0,13.0,
402,0,6500,51724.0,87770.0,DebtCon,,4.0,0.0,0.0,209.32631158,4.0,29.0,30.343448604
4962,0,26200,189252.0,241754.0,DebtCon,Other,9.0,0.0,0.0,97.314887744,2.0,25.0,40.312697726
4982,0,26400,73679.0,98614.0,DebtCon,Office,10.0,0.0,0.0,151.62870365,0.0,20.0,38.159622791
197,1,5100,30755.0,46735.0,HomeImp,Other,10.0,0.0,0.0,69.0,0.0,17.0,
534,1,7300,60890.0,75785.0,DebtCon,Other,6.0,0.0,1.0,45.966666667,0.0,13.0,
5539,0,34900,236340.0,37598.0,DebtCon,Mgr,2.0,0.0,1.0,220.60253506,4.0,50.0,41.857415928
3746,0,19900,45748.0,82516.0,,,,,,,,,39.313878015
4840,0,25400,61907.0,87133.0,DebtCon,Office,0.0,0.0,1.0,81.49211941,0.0,22.0,34.36469831
1241,0,10200,82630.0,99250.0,DebtCon,Other,1.0,0.0,0.0,107.52855981,1.0,32.0,40.280974865
3096,0,16800,81820.0,100366.0,DebtCon,ProfExe,6.0,0.0,1.0,335.3003273,,41.0,36.211626812
5038,0,26800,139309.0,166621.0,DebtCon,Other,5.0,0.0,0.0,217.21148262,0.0,20.0,35.18585706
5019,1,26600,84843.0,115850.0,DebtCon,Sales,2.0,0.0,0.0,137.53887762,2.0,37.0,42.571889924
3316,0,17600,39063.0,54561.0,DebtCon,Other,17.0,0.0,0.0,107.94381754,1.0,17.0,38.919210327
4676,0,24600,83099.0,113245.0,DebtCon,ProfExe,9.0,0.0,1.0,122.74921636,0.0,19.0,28.125731087
2971,0,16300,43500.0,69875.0,DebtCon,ProfExe,5.0,0.0,0.0,245.53333333,3.0,32.0,
3070,0,16700,31135.0,60478.0,DebtCon,Other,14.0,0.0,0.0,105.13327106,0.0,18.0,39.122996804
1288,0,10300,,51053.0,HomeImp,Other,10.0,1.0,0.0,306.99220543,2.0,12.0,34.483878415
3791,0,20000,74368.0,105000.0,DebtCon,Other,,0.0,0.0,180.6,2.0,25.0,
1276,0,10300,50714.0,56088.0,DebtCon,Office,1.0,0.0,0.0,163.08914819,1.0,21.0,37.973055369
515,0,7100,57863.0,70969.0,DebtCon,Other,0.0,0.0,0.0,65.872044812,7.0,21.0,26.829490191
2530,1,15000,163000.0,207562.0,DebtCon,ProfExe,6.0,0.0,0.0,247.58424908,1.0,27.0,
1195,1,10000,69727.0,90312.0,HomeImp,Office,4.5,5.0,1.0,122.83333333,,17.0,
4620,0,24200,22763.0,47622.0,DebtCon,Other,23.0,0.0,0.0,126.92269121,1.0,10.0,23.040944709
4237,0,22000,61251.0,91744.0,DebtCon,Office,0.0,0.0,0.0,145.48915532,0.0,21.0,34.347908749
4609,0,24100,,49433.0,DebtCon,Other,,,,83.099726126,,13.0,26.148970181
3058,0,16600,71564.0,84627.0,DebtCon,Office,5.0,0.0,0.0,114.64013288,1.0,20.0,22.323142605
4247,1,22100,57000.0,83000.0,DebtCon,Other,7.0,0.0,0.0,,0.0,0.0,
2228,1,13700,46000.0,81000.0,DebtCon,ProfExe,1.5,0.0,1.0,101.56666667,0.0,25.0,
3710,0,19500,100446.0,121516.0,HomeImp,Mgr,0.0,0.0,0.0,306.11110407,1.0,20.0,43.021823381
5586,1,36600,397299.0,512650.0,DebtCon,ProfExe,4.0,0.0,0.0,197.51668389,0.0,21.0,43.458327417
396,0,6500,,37448.0,HomeImp,Other,,,,333.23089989,,11.0,29.011980578
5847,0,50900,53334.0,63298.0,DebtCon,Office,12.0,0.0,0.0,106.68828922,1.0,25.0,37.312097364
5958,0,89800,50370.0,91861.0,DebtCon,Other,14.0,0.0,0.0,213.89270901,0.0,16.0,34.340882368
1034,1,9500,,40000.0,HomeImp,Other,10.0,0.0,0.0,36.5,1.0,1.0,
1187,1,10000,84000.0,132965.0,DebtCon,Sales,30.0,0.0,0.0,325.63333333,1.0,24.0,
2632,1,15100,54000.0,77542.0,HomeImp,ProfExe,13.0,1.0,1.0,122.56666667,1.0,26.0,
1744,1,12000,87917.0,,,Other,12.9,0.0,1.0,71.0,0.0,12.0,
1017,1,9500,50400.0,63000.0,DebtCon,Other,1.0,0.0,0.0,91.266666667,8.0,22.0,
2398,0,14400,80123.0,102223.0,DebtCon,ProfExe,9.0,2.0,0.0,176.418283,0.0,30.0,27.644954624
1189,1,10000,65000.0,80000.0,DebtCon,Other,2.0,0.0,0.0,26.366666667,3.0,2.0,
2968,0,16300,105169.0,134992.0,DebtCon,Other,1.0,0.0,0.0,277.99294556,0.0,46.0,41.949854504
1206,1,10000,36000.0,68800.0,DebtCon,Other,13.0,0.0,0.0,118.66666667,6.0,15.0,
5770,1,45100,67552.0,128659.0,HomeImp,Other,10.0,0.0,0.0,83.323113419,0.0,13.0,43.874079432
2393,0,14400,89605.0,106290.0,HomeImp,Other,20.0,0.0,0.0,121.74760077,4.0,24.0,29.30354901
1477,0,11000,50178.0,64427.0,DebtCon,Other,5.0,0.0,0.0,67.636289053,1.0,11.0,28.689928357
3320,0,17600,61093.0,97551.0,DebtCon,Office,0.0,0.0,0.0,75.060829426,0.0,22.0,35.562993202
2056,0,13000,26863.0,44218.0,HomeImp,Other,10.0,0.0,0.0,92.99959341,2.0,11.0,29.112936155
2811,0,15700,58410.0,89082.0,DebtCon,Office,29.0,0.0,0.0,211.80567437,0.0,21.0,31.058372507
3607,0,18900,103130.0,120119.0,DebtCon,Other,7.0,0.0,0.0,292.7517427,1.0,19.0,30.681688914
1652,0,11800,44944.0,57132.0,DebtCon,Other,,0.0,0.0,74.156045076,0.0,14.0,42.81224294
106,0,4200,66272.0,82953.0,HomeImp,Other,3.0,0.0,0.0,110.27866259,0.0,15.0,43.450587911
4192,1,21800,76324.0,102287.0,DebtCon,Office,6.0,0.0,1.0,61.641325377,4.0,29.0,41.03238603
4372,0,22700,108488.0,139559.0,HomeImp,ProfExe,11.0,0.0,0.0,190.9727785,0.0,23.0,34.080016231
3682,0,19400,45036.0,78900.0,,,,,,,,,40.023967978
1051,0,9600,77359.0,101365.0,HomeImp,Other,1.0,0.0,0.0,182.80351445,0.0,31.0,33.481910133
3588,0,18900,83474.0,104133.0,HomeImp,ProfExe,4.0,0.0,0.0,109.9887849,1.0,24.0,38.864019539
2177,1,13500,83673.0,109000.0,HomeImp,Mgr,2.3,0.0,1.0,238.4,3.0,57.0,
5184,0,27900,50988.0,81533.0,DebtCon,Office,1.0,0.0,0.0,167.61445006,2.0,18.0,40.620884753
5568,0,36200,38010.0,59111.0,DebtCon,Other,,0.0,0.0,,6.0,0.0,31.332141485
3853,0,20200,88020.0,139200.0,DebtCon,Other,10.0,0.0,0.0,99.04640244,3.0,15.0,39.916957294
5034,0,26800,133594.0,173255.0,DebtCon,Other,8.0,0.0,0.0,215.968328,1.0,19.0,36.946997493
2141,0,13400,9698.0,65524.0,HomeImp,Other,9.0,1.0,0.0,345.54310649,1.0,21.0,15.761919171
4640,1,24400,88000.0,119100.0,HomeImp,Other,12.0,0.0,0.0,84.233333333,5.0,19.0,
646,0,8000,53000.0,65960.0,HomeImp,Other,7.5,0.0,0.0,132.56666667,0.0,17.0,
5900,1,61400,46126.0,83800.0,,Other,33.0,0.0,1.0,339.9,1.0,23.0,
3357,0,17800,54003.0,116434.0,DebtCon,ProfExe,18.0,0.0,0.0,268.71530396,0.0,19.0,24.251971765
3907,1,20500,25984.0,95541.0,DebtCon,Other,28.0,1.0,5.0,248.40487821,0.0,21.0,17.805848892
4551,0,23800,74390.0,186176.0,,Other,10.0,0.0,0.0,363.14019166,1.0,16.0,30.27099531
1393,0,10800,98568.0,121994.0,,Office,15.0,0.0,0.0,270.26516526,0.0,16.0,33.658292221
5646,0,39500,30972.0,70545.0,DebtCon,ProfExe,3.0,0.0,0.0,197.45242891,2.0,17.0,25.360557346
5203,1,28100,61000.0,99000.0,DebtCon,Mgr,7.0,0.0,1.0,129.16666667,1.0,31.0,
1603,0,11600,89205.0,128462.0,DebtCon,Office,10.0,0.0,0.0,128.12359751,0.0,21.0,37.523324709
1669,0,11900,85486.0,109386.0,HomeImp,ProfExe,11.0,0.0,1.0,175.54256546,0.0,28.0,33.670908179
916,1,9000,84532.0,104000.0,DebtCon,ProfExe,3.0,0.0,0.0,50.666666667,1.0,3.0,
4820,0,25200,75037.0,102227.0,DebtCon,Office,9.0,0.0,0.0,148.72977821,0.0,21.0,37.239696741
4455,0,23200,96345.0,135081.0,DebtCon,ProfExe,,0.0,0.0,217.48054226,0.0,20.0,26.799930011
2223,1,13700,59012.0,81465.0,DebtCon,Mgr,12.0,0.0,0.0,167.43333333,0.0,31.0,
5934,1,77400,87651.0,224630.0,HomeImp,Self,9.0,0.0,2.0,73.469630013,3.0,13.0,40.929793264
5706,1,41700,,854112.0,HomeImp,Other,16.0,0.0,0.0,180.60887818,0.0,23.0,42.071645383
3654,0,19200,153722.0,199812.0,DebtCon,ProfExe,13.0,,,121.94291622,0.0,24.0,29.802859083
2612,0,15000,26284.0,40908.0,DebtCon,ProfExe,20.0,0.0,1.0,198.83120375,1.0,16.0,32.012392305
1358,0,10600,73844.0,107640.0,HomeImp,ProfExe,3.0,0.0,0.0,92.979490511,0.0,34.0,37.319289307
5898,0,60000,38944.0,69961.0,DebtCon,Other,2.0,0.0,0.0,96.693928882,0.0,20.0,28.385501018
2732,0,15400,101981.0,145125.0,DebtCon,Office,3.0,,,105.55256959,3.0,15.0,32.699440101
1106,0,9900,72674.0,89909.0,DebtCon,Office,15.0,0.0,1.0,90.957899517,0.0,8.0,27.35463407
1964,0,12800,67867.0,78660.0,DebtCon,Other,3.0,,,159.80149338,,34.0,30.010909605
960,0,9200,57375.0,69040.0,DebtCon,Other,0.0,0.0,1.0,116.41879645,2.0,18.0,36.625629459
2602,1,15000,54000.0,72865.0,DebtCon,Office,2.9,0.0,1.0,145.1,1.0,15.0,
4331,0,22500,73567.0,88157.0,DebtCon,Other,2.0,0.0,0.0,111.4005357,1.0,30.0,33.519228144
